type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added
Movie,The Nutcracker and the Four Realms,"Lasse Hallström, Joe Johnston",United States,2019-05-28,2018,PG,99 min,Children & Family Movies,2019,May
TV Show,The OA,Unknown,United States,2019-03-22,2019,TV-MA,2 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",2019,March
TV Show,The Oath,Unknown,Singapore,2017-07-01,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2017,July
Movie,The Occupant,"Àlex Pastor, David Pastor",Spain,2020-03-25,2020,TV-MA,104 min,"Independent Movies, International Movies, Thrillers",2020,March
Movie,The Old Guard,Gina Prince-Bythewood,United States,2020-07-10,2020,R,126 min,Action & Adventure,2020,July
Movie,The Old Thieves: The Legend of Artegios,Everardo González,Mexico,2019-11-01,2007,TV-MA,97 min,"Documentaries, International Movies",2019,November
TV Show,The Ollie & Moon Show,Unknown,France,2020-01-14,2018,TV-Y,1 Season,Kids' TV,2020,January
Movie,The One I Love,Charlie McDowell,United States,2019-05-30,2014,R,91 min,"Comedies, Dramas, Independent Movies",2019,May
Movie,The Only Mother To You All,Wenn V. Deramas,Philippines,2019-02-27,2008,TV-PG,106 min,"Comedies, International Movies",2019,February
Movie,The Open House,"Matt Angel, Suzanne Coote","Canada, United States",2018-01-19,2018,TV-MA,95 min,"Horror Movies, Thrillers",2018,January
TV Show,The Order,Unknown,United States,2020-06-18,2020,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Horror",2020,June
Movie,The Original Kings of Comedy,Spike Lee,United States,2020-01-01,2000,R,111 min,Stand-Up Comedy,2020,January
TV Show,The Originals,Unknown,United States,2018-08-09,2018,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries",2018,August
Movie,The Other,Youssef Chahine,"France, Egypt",2020-05-29,1999,TV-MA,106 min,"Dramas, International Movies, Romantic Movies",2020,May
Movie,The Other Guys,Adam McKay,United States,2020-02-01,2010,PG-13,108 min,"Action & Adventure, Comedies",2020,February
Movie,The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,United States,2015-05-22,2015,TV-14,84 min,"Documentaries, Music & Musicals",2015,May
Movie,The Other Side of the Wind,Orson Welles,"France, Iran, United States",2018-11-02,2018,R,122 min,"Classic Movies, Dramas, Independent Movies",2018,November
Movie,The Ottoman Lieutenant,Joseph Ruben,"Turkey, United States",2020-08-01,2017,R,111 min,"Dramas, Romantic Movies",2020,August
Movie,The Outcasts,Peter Hutchings,United States,2017-08-14,2017,TV-14,94 min,Comedies,2017,August
Movie,The Outpost,Rod Lurie,"United States, Bulgaria",2020-10-01,2020,R,123 min,"Action & Adventure, Dramas",2020,October
Movie,The Outsider,Timothy Woodward Jr.,United States,2019-09-15,2019,TV-MA,86 min,Movies,2019,September
TV Show,The Outsiders,Unknown,Taiwan,2019-04-30,2004,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",2019,April
Movie,The Package,Jake Szymanski,United States,2018-08-10,2018,TV-MA,95 min,Comedies,2018,August
Movie,The Panti Sisters,Jun Lana,Philippines,2020-12-10,2019,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies",2020,December
TV Show,The Paper,Unknown,Croatia,2019-01-01,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",2019,January
Movie,The Paramedic,Carles Torras,Spain,2020-09-16,2020,TV-MA,94 min,"Dramas, International Movies, Thrillers",2020,September
TV Show,The Parkers,Unknown,United States,2020-10-01,2003,TV-PG,5 Seasons,TV Comedies,2020,October
Movie,The Parole Officer,John Duigan,United Kingdom,2018-08-01,2001,R,94 min,"Action & Adventure, Comedies",2018,August
Movie,The Pass,Ben A. Williams,United Kingdom,2019-01-01,2016,NR,87 min,"Dramas, Independent Movies, LGBTQ Movies",2019,January
Movie,The Peacemaker,Mimi Leder,United States,2020-01-01,1997,R,124 min,Action & Adventure,2020,January
Movie,The Pelican Brief,Alan J. Pakula,United States,2019-11-01,1993,PG-13,141 min,"Dramas, Thrillers",2019,November
Movie,The Perfect Date,Chris Nelson,United States,2019-04-12,2019,TV-14,91 min,"Comedies, Romantic Movies",2019,April
Movie,The Perfect Day,Jean-Pierre Devillers,Unknown,2018-09-01,2018,TV-14,93 min,"Documentaries, International Movies, Sports Movies",2018,September
Movie,The Perfect Dictatorship,Luis Estrada,Mexico,2015-06-01,2014,TV-MA,143 min,"Comedies, Dramas, International Movies",2015,June
TV Show,The Perfect Match,Unknown,Unknown,2019-01-25,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2019,January
Movie,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,Ghana,2020-07-03,2019,TV-MA,148 min,"Comedies, Dramas, International Movies",2020,July
Movie,The Perfection,Richard Shepard,United States,2019-05-24,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals",2019,May
Movie,The Perks of Being a Wallflower,Stephen Chbosky,United States,2020-04-01,2012,PG-13,103 min,"Comedies, Dramas",2020,April
Movie,The Phantom of the Opera,Joel Schumacher,"United Kingdom, United States",2019-06-01,2004,PG-13,141 min,"Dramas, Music & Musicals, Romantic Movies",2019,June
TV Show,The Pharmacist,"Julia Willoughby Nason, Jenner Furst",United States,2020-02-05,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",2020,February
Movie,The Photographer Of Mauthausen,Mar Targarona,Spain,2019-02-23,2018,TV-MA,110 min,"Dramas, International Movies",2019,February
Movie,The Physician,Philipp Stölzl,Germany,2015-07-15,2013,R,155 min,"Action & Adventure, Dramas, International Movies",2015,July
Movie,The Pink Panther,Shawn Levy,"United States, Czech Republic",2019-07-01,2006,PG,93 min,"Children & Family Movies, Comedies",2019,July
Movie,The Pirate Fairy,Peggy Holmes,United States,2014-06-15,2014,G,78 min,Children & Family Movies,2014,June
Movie,The Pirates of Somalia,Bryan Buckley,"Somalia, Kenya, Sudan, South Africa, United States",2018-03-01,2017,R,118 min,Dramas,2018,March
Movie,The Pirates! Band of Misfits,"Peter Lord, Jeff Newitt","United Kingdom, United States",2020-10-01,2012,PG,88 min,"Children & Family Movies, Comedies",2020,October
Movie,The Pixar Story,Leslie Iwerks,United States,2018-11-18,2007,G,89 min,Documentaries,2018,November
Movie,The Place Beyond the Pines,Derek Cianfrance,United States,2017-05-16,2012,R,140 min,"Dramas, Independent Movies",2017,May
Movie,The Plagues of Breslau,Patryk Vega,Poland,2020-04-22,2018,TV-MA,94 min,"International Movies, Thrillers",2020,April
Movie,The Plan,Keerthi,India,2018-03-01,2015,TV-MA,124 min,"Dramas, International Movies, Thrillers",2018,March
TV Show,The Platform,Unknown,United Arab Emirates,2020-09-03,2020,TV-14,1 Season,"International TV Shows, TV Dramas",2020,September
TV Show,The Playbook,Unknown,United States,2020-09-22,2020,TV-MA,1 Season,Docuseries,2020,September
Movie,The Player,Ahmad El-Badri,Egypt,2019-06-20,2012,TV-MA,110 min,"Comedies, International Movies",2019,June
Movie,The Players,Stefano Mordini,Italy,2020-07-15,2020,TV-MA,89 min,"Comedies, International Movies",2020,July
Movie,The Polar Express,Robert Zemeckis,United States,2021-01-01,2004,G,100 min,Children & Family Movies,2021,January
TV Show,The Politician,Unknown,United States,2020-06-19,2020,TV-MA,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",2020,June
Movie,The Polka King,Maya Forbes,United States,2018-01-12,2018,TV-14,94 min,"Comedies, Independent Movies",2018,January
Movie,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,"Randall Lobb, Robert McCallum","Canada, United States",2018-08-24,2017,TV-14,96 min,Documentaries,2018,August
Movie,The President's Barber,Chan-sang Lim,South Korea,2017-10-01,2004,TV-MA,116 min,"Comedies, Dramas, International Movies",2017,October
Movie,The Price of Success,Teddy Lussi-Modeste,France,2018-04-30,2017,TV-MA,92 min,"Dramas, International Movies",2018,April
Movie,The Prince,Brian A. Miller,"United States, United Kingdom",2019-02-22,2014,R,91 min,Action & Adventure,2019,February
Movie,The Prince & Me,Martha Coolidge,"United States, Czech Republic",2020-10-01,2004,PG,111 min,"Comedies, Romantic Movies",2020,October
TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,Unknown,China,2019-12-04,2019,TV-PG,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",2019,December
TV Show,The Prince Who Turns into a Frog,Unknown,Taiwan,2016-08-01,2005,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2016,August
Movie,The Princess and the Frog,"Ron Clements, John Musker",United States,2019-07-16,2009,G,98 min,Children & Family Movies,2019,July
Movie,The Princess Switch,Unknown,United States,2018-11-16,2018,TV-G,102 min,"Children & Family Movies, Dramas, Romantic Movies",2018,November
Movie,The Princess Switch: Switched Again,Mike Rohl,United States,2020-11-19,2020,TV-G,97 min,"Children & Family Movies, Dramas, Romantic Movies",2020,November
TV Show,The Princess Weiyoung,Unknown,China,2019-05-10,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",2019,May
Movie,The Prison,Na Hyeon,South Korea,2017-11-18,2017,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",2017,November
Movie,The Professor and the Madman,Farhad Safinia,"Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong",2020-12-15,2019,TV-14,125 min,"Dramas, Independent Movies",2020,December
Movie,The Prom,Ryan Murphy,United States,2020-12-11,2020,PG-13,132 min,"Comedies, LGBTQ Movies, Music & Musicals",2020,December
Movie,The Promise,Terry George,"Spain, United States",2020-08-09,2016,PG-13,133 min,Dramas,2020,August
TV Show,The Promised Neverland,Unknown,Japan,2020-09-01,2019,TV-14,1 Season,"Anime Series, International TV Shows, TV Thrillers",2020,September
TV Show,The Protector,Unknown,Turkey,2020-07-09,2020,TV-MA,4 Seasons,"International TV Shows, Romantic TV Shows, TV Action & Adventure",2020,July
Movie,The Pursuit,John Papola,United States,2019-08-07,2019,TV-14,76 min,Documentaries,2019,August
Movie,The Pursuit of Happyness,Gabriele Muccino,United States,2019-10-01,2006,PG-13,117 min,Dramas,2019,October
Movie,The Push,"Grant Korgan, Brian Niles",United States,2019-06-07,2018,TV-MA,90 min,"Documentaries, Sports Movies",2019,June
TV Show,The Pyramid Code,Unknown,Canada,2016-02-08,2009,TV-PG,1 Season,"Docuseries, Science & Nature TV",2016,February
Movie,The Queen,Frank Simon,United States,2020-01-23,1968,TV-MA,66 min,"Cult Movies, Documentaries, LGBTQ Movies",2020,January
TV Show,The Queen and the Conqueror,Unknown,Colombia,2020-05-20,2020,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2020,May
TV Show,The Queen of Flow,Unknown,Colombia,2018-11-09,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2018,November
TV Show,The Queen's Gambit,Unknown,United States,2020-10-23,2020,TV-MA,1 Season,TV Dramas,2020,October
Movie,The Rachel Divide,Laura Brownson,United States,2018-04-27,2018,TV-MA,105 min,Documentaries,2018,April
TV Show,The Rain,Unknown,"Denmark, United States",2020-08-06,2020,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries",2020,August
Movie,The Rainbow Troops,Riri Riza,Indonesia,2018-10-21,2008,TV-PG,119 min,"Children & Family Movies, Dramas, International Movies",2018,October
Movie,The Rainmaker,Francis Ford Coppola,"United States, Germany",2019-11-20,1997,PG-13,136 min,"Dramas, Thrillers",2019,November
TV Show,The Ranch,Unknown,United States,2020-01-24,2020,TV-MA,8 Seasons,"TV Comedies, TV Dramas",2020,January
TV Show,The Rap Game,Unknown,United States,2019-09-15,2016,TV-14,1 Season,Reality TV,2019,September
Movie,The Rat Race,Miriam Chandy Menacherry,India,2017-01-01,2010,TV-PG,52 min,"Documentaries, International Movies",2017,January
TV Show,The Real Football Factories,Unknown,United Kingdom,2017-12-29,2006,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",2017,December
Movie,The Real Miyagi,Kevin Derek,"United States, Canada, Japan, Panama",2017-06-16,2015,TV-PG,81 min,"Documentaries, Sports Movies",2017,June
Movie,The Rebound,Shaina Allen,United States,2019-02-28,2016,TV-MA,77 min,"Documentaries, Sports Movies",2019,February
Movie,The Reconquest,Jonás Trueba,Spain,2017-02-01,2016,TV-MA,108 min,"Dramas, International Movies, Romantic Movies",2017,February
Movie,The Red Sea Diving Resort,Gideon Raff,Canada,2019-07-31,2019,TV-MA,130 min,"Dramas, Thrillers",2019,July
Movie,The Redeemed and the Dominant: Fittest on Earth,"Heber Cannon, Mariah Moore, Marston Sawyers",United States,2018-07-01,2017,TV-14,120 min,"Documentaries, Sports Movies",2018,July
Movie,The Rehearsal,Alison MacLean,New Zealand,2018-01-01,2016,TV-MA,102 min,"Dramas, Independent Movies, International Movies",2018,January
Movie,The Reliant,Paul Munger,United States,2020-04-28,2019,PG-13,116 min,"Dramas, Faith & Spirituality",2020,April
Movie,The Remix: Hip Hop X Fashion,"Lisa Cortés, Farah X",United States,2020-07-22,2019,TV-MA,67 min,"Documentaries, Music & Musicals",2020,July
TV Show,The Repair Shop,Unknown,United Kingdom,2020-12-01,2018,TV-PG,1 Season,"British TV Shows, Reality TV",2020,December
Movie,The Republic of Imbaba,Ahmed Al-Badry,Unknown,2019-06-06,2015,TV-14,90 min,"Dramas, International Movies",2019,June
Movie,The Reservoir Game,Choi Jin-seong,South Korea,2018-01-12,2017,TV-MA,100 min,"Documentaries, International Movies",2018,January
Movie,The Resistance Banker,Joram Lürsen,Netherlands,2018-09-11,2018,TV-MA,123 min,"Dramas, International Movies",2018,September
TV Show,The Returned,Unknown,France,2019-02-17,2015,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",2019,February
Movie,The Rezort,Steve Barker,"United Kingdom, Spain, Belgium",2017-01-16,2016,TV-MA,90 min,"Horror Movies, International Movies",2017,January
Movie,The Ridiculous 6,Frank Coraci,United States,2015-12-11,2015,TV-14,120 min,"Action & Adventure, Comedies",2015,December
Movie,The Rift: The Dark Side of the Moon,Dejan Zečević,"Serbia, South Korea, Slovenia",2018-02-26,2016,TV-MA,92 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",2018,February
Movie,The Right One,Hadi El Bagoury,Egypt,2019-06-13,2011,TV-14,93 min,"Dramas, International Movies, Romantic Movies",2019,June
Movie,The Ring,Gore Verbinski,United States,2020-01-01,2002,PG-13,116 min,"Horror Movies, Thrillers",2020,January
Movie,The Riot Club,Lone Scherfig,United Kingdom,2017-03-16,2014,R,107 min,"Dramas, International Movies",2017,March
TV Show,The Ripper,"Ellena Wood, Jesse Vile",United Kingdom,2020-12-16,2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",2020,December
TV Show,The Rise of Phoenixes,Unknown,China,2018-09-14,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure",2018,September
Movie,The Ritual,David Bruckner,"United Kingdom, Canada",2018-02-09,2018,TV-MA,95 min,"Horror Movies, International Movies, Thrillers",2018,February
Movie,The River Thief,N.D. Wilson,United States,2017-01-14,2016,NR,87 min,"Dramas, Independent Movies",2017,January
Movie,The River Wild,Curtis Hanson,United States,2018-09-01,1994,PG-13,111 min,Action & Adventure,2018,September
TV Show,The Road to Calvary,Unknown,Russia,2018-09-01,2017,TV-14,1 Season,"International TV Shows, TV Dramas",2018,September
Movie,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,Unknown,United States,2019-10-29,2019,TV-14,14 min,"Documentaries, International Movies",2019,October
TV Show,The Road to Love,Unknown,Colombia,2019-12-04,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2019,December
Movie,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,Paul Dugdale,United Kingdom,2019-03-22,2016,TV-MA,101 min,"Documentaries, International Movies, Music & Musicals",2019,March
Movie,The Roommate,Christian E. Christiansen,United States,2020-04-01,2011,PG-13,91 min,Thrillers,2020,April
Movie,The Rope Curse 2,Liao Shih-han,Taiwan,2020-12-30,2020,TV-MA,105 min,"Horror Movies, International Movies",2020,December
Movie,The Rover,David Michôd,"Australia, United States",2018-07-19,2014,R,103 min,"International Movies, Thrillers",2018,July
Movie,The Royal Bengal Tiger,Rajesh Ganguly,India,2020-09-19,2014,TV-MA,103 min,"Dramas, International Movies, Thrillers",2020,September
Movie,The Royal Hibiscus Hotel,Ishaya Bako,Nigeria,2020-06-22,2017,TV-PG,90 min,"Comedies, International Movies, Romantic Movies",2020,June
TV Show,The Royal House of Windsor,Unknown,United Kingdom,2017-09-30,2017,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",2017,September
Movie,The Rugrats Movie,"Igor Kovalyov, Norton Virgien",United States,2019-10-01,1998,G,81 min,"Children & Family Movies, Comedies",2019,October
Movie,THE RUM DIARY,Bruce Robinson,"United States, United Kingdom",2019-12-06,2011,R,120 min,"Comedies, Dramas",2019,December
Movie,The Runaways,Floria Sigismondi,United States,2020-04-01,2010,R,107 min,"Dramas, Independent Movies, Music & Musicals",2020,April
Movie,The Runner,Austin Stark,United States,2017-09-08,2015,R,90 min,"Dramas, Independent Movies",2017,September
Movie,The Russian Revolution,Cal Seville,United Kingdom,2017-06-15,2017,TV-PG,47 min,Documentaries,2017,June
Movie,The Ruthless,Renato De Maria,"Italy, France",2019-04-19,2019,TV-MA,111 min,"Dramas, International Movies",2019,April
Movie,The Ryan White Story,John Herzfeld,United States,2011-10-01,1989,TV-PG,94 min,Dramas,2011,October
